Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_Ordinal,Temp_Diff,Power_Approx,Strain_Index
1,0.997455868094921,0.6028604812103173,-0.4828103566739234,0.7381023935536606,-0.8476069604753741,0.7444127434486935,-1.099482407721086,0.8764931158047159,-0.6267043468421705
1,-1.50234581328699,-1.1495625445340025,-0.8240681698416924,0.6563549924747928,0.37782617175719224,0.7444127434486935,1.2980151877747546,0.4950595927313502,0.6433398805116836
1,0.49749553181853884,1.0746666804492095,-1.0755212953337328,0.5746075913959258,0.45637957766953624,0.7444127434486935,0.5987450557551557,0.19124242494107843,0.6868111929915804
0,-0.5524211743618752,-0.1385492604507278,-0.7522244197011094,1.667979080825776,-0.3762865250013101,-0.7453065750397865,0.8984322551921428,1.9494350983242714,0.1476816803732498
0,-1.4523497796593405,-1.014760773322907,1.1755828757378661,-1.1523062563951467,-0.9104496852052493,-0.7453065750397865,1.397910920920379,-1.0244768055579552,-1.0222790840979654
2,-0.8523973761276875,-0.7451572309007156,1.0139344379215545,-0.8355350772145358,-1.5702982948689388,2.2341320619371734,0.5987450557550988,-0.5725457647410049,-1.4415783611712205
1,0.3475074309356185,0.6702613668158843,-1.5664535879610495,1.2592420754314393,-0.06207290135193413,0.7444127434486935,0.2990578563181685,0.6721694622621349,0.3998437053791884
2,-1.2023696115211493,-0.6777563452951486,-0.7402504613443456,0.022812634113571432,-0.8947390040227805,2.2341320619371734,1.397910920920379,-0.3170485828377563,-0.803786016797045
1,1.9473805070200358,2.153080850138013,0.42721047844012716,0.06368633465300495,-0.4548399309136541,0.7444127434486935,-0.6998994751384175,0.5322257318968361,-0.39279743181553506
2,-1.3523577124040698,-0.9473598877173399,-0.6324848361334712,0.20674428654102264,0.016480504560409875,2.2341320619371734,1.2980151877747546,0.013301523742530665,0.0939818237804359
0,-0.5524211743618752,0.06365339636593481,-0.4229405648901043,0.2578364122153147,1.2419136367929762,-0.7453065750397865,1.19811945462913,0.2338753507402798,1.2906859692135486
0,-1.0523815106382575,-0.9473598877173399,0.9241297502458258,-1.0603404301814208,0.12645527283769148,-0.7453065750397865,0.6986407889008369,-0.9927874654559173,-0.31246074159533316
0,-0.40243307347895485,0.4680587099992217,0.020095894310157153,-0.3757059461459074,1.0533854626033508,-0.7453065750397865,1.4978066540660604,-0.40722052500488104,0.7242093074044328
0,-0.8024013425000663,-1.082161658928474,-0.12957858514939063,0.01259420897871287,1.1162281873332258,-0.7453065750397865,-0.0006293431188186668,0.07833225485239814,1.0173565404183793
1,0.19751933005269812,-0.1385492604507278,-0.6923546279172903,0.7381023935536606,-1.6959837443286894,0.7444127434486935,-0.6000037419927362,0.7110877766307343,-1.5319305008353201
0,-0.652413241617146,-0.07114837484519913,0.48109329104556436,-0.7129139755962348,1.493284535712477,-0.7453065750397865,1.1981194546290732,-0.6616363644970639,0.847271478762965
0,-1.1523735778935282,-0.8799590021118113,-1.5664535879610495,2.086934511354971,0.5506436647643491,-0.7453065750397865,0.9983279883377674,1.7062031428428222,1.5356382912510071
0,-0.5524211743618752,-0.003747489239632161,0.16378339459132304,-0.6311665745173678,1.179070912063101,-0.7453065750397865,1.0982237214834487,-0.7114782397033644,0.6648624420826128
0,-0.9523894433829583,-0.8799590021118113,0.18773131130485068,-0.7231324007310934,-1.5388769325040013,-0.7453065750397865,0.5987450557550988,-0.8392368430847208,-1.415083590656512
0,2.047372574275335,2.153080850138013,-0.6145238985983255,1.0344367224645545,-1.0204244534825309,-0.7453065750397865,-0.8996909414297801,1.1889009483051152,-0.7668140917222307
0,1.2474360362331123,0.7376622524214513,0.2056922488399964,-0.5902928739779335,1.4618631733475393,-0.7453065750397865,-1.3991696071580164,-0.6248707225208613,0.9094951221165434
2,-0.40243307347895485,-0.8125581165062443,2.2233042319547005,-1.9084697163746696,-0.06207290135193413,2.2341320619371734,-0.40021227570143036,-1.9352775009961867,-0.7451849828167917
0,-0.20244893896838492,0.1310542819714635,-0.4109666065333405,0.8198497946325276,-1.55458761368647,-0.7453065750397865,0.5987450557550988,1.050789492580786,-1.378502339141566
2,0.49749553181853884,1.4790719940824966,-0.2852400437873203,0.033031059248429265,0.14216595402016027,2.2341320619371734,1.1981194546290732,0.0037596782078569767,0.14267395565130075
0,-0.452429107106576,0.33325693878812607,-0.8839379616255115,2.189118762703555,-0.6905001486506861,-0.7453065750397865,1.397910920920379,2.5346916534536135,-0.1363024818728748
0,1.1974400026054626,0.1310542819714635,-1.1114431704040242,0.5235154657216337,0.943410694326069,-0.7453065750397865,-2.1983354723232966,0.09621445435389504,1.159028979537913
0,-0.452429107106576,0.33325693878812607,-0.027799939116898143,-0.3450506707413317,-0.7219215110156237,-0.7453065750397865,1.397910920920379,-0.39027949389819844,-0.7260064626050724
0,0.2975113973079973,-0.27335103166182345,1.1336740214891927,-1.0194667296419873,0.6134863894942243,-0.7453065750397865,-0.9995866745754047,-0.819932878561268,0.03431531645508706
0,0.8474677672120007,0.8050631380269799,0.31345787405087083,-0.2122111439881726,-0.5176826556435293,-0.7453065750397865,-0.5001080088471117,0.025426576148080866,-0.5223945063573195
0,-1.6023378805422608,-1.6887696293784233,-1.1353910871175519,1.5147027038028997,-1.0204244534825309,-0.7453065750397865,0.6986407889007802,1.3863660874812191,-0.6950367040409628
0,0.3475074309356185,1.2094684516603051,-0.3032009813224661,0.7483208186885184,-1.3974808018617821,-0.7453065750397865,1.0982237214834487,1.0331475913928592,-1.2127502024228738
0,-0.20244893896838492,0.6702613668158843,-0.6384718153118532,-0.17133744344873905,0.2521407222974419,-0.7453065750397865,1.397910920920379,-0.5206613538693612,0.1547848360072199
0,-1.4523497796593405,-1.1495625445340025,-0.8001202531281647,1.4431737278588912,1.1162281873332258,-0.7453065750397865,1.1981194546290732,1.5952954587005588,1.9073819413548325
0,0.3475074309356185,0.4006578243936931,-0.09964368925748109,0.6052628668005008,0.5977757083117554,-0.7453065750397865,-0.1005250762644432,0.9811029816455007,0.8481238574390414
1,-0.5524211743618752,-1.2169634301395695,-0.9857166076580041,2.332176714591573,-1.2246633088546253,0.7444127434486935,-0.6998994751384175,2.6225006622039655,-0.8628132401153367
0,-0.652413241617146,-0.1385492604507278,-1.0934822328688785,1.3614263267800235,1.6346806663546962,-0.7453065750397865,1.0982237214834487,1.2214213200749138,2.481210369245107
0,-0.15245290534076375,-0.6103554596895817,-1.1353910871175519,1.5657948294771917,0.4878009400344739,-0.7453065750397865,-0.6000037419927362,1.453799801726786,1.1980608197465785
0,0.3475074309356185,-0.3407519172673904,-0.17148743939806402,-0.007842641291004253,-0.7690535545630302,-0.7453065750397865,-1.1993781408667106,0.02002987652248895,-0.6958535669388695
1,1.4974162043713033,1.8834773077158218,0.6666896455754037,-0.8048798018099604,-0.06207290135193413,0.7444127434486935,-0.20042080941012452,-0.7077135661241014,-0.3462717624130309
1,0.19751933005269812,1.1420675660547381,1.7682938143976754,-1.6121353874637756,1.1162281873332258,0.7444127434486935,1.2980151877747546,-1.5654183466931066,0.006541977926264025
1,0.997455868094921,0.7376622524214513,-0.782159315593019,0.9015971957113946,0.8020145636838498,0.7444127434486935,-0.8996909414297234,0.8654393933804988,1.22380975891972
0,-0.8523973761276875,-1.2843643157450981,-1.2611176498635719,1.8825660086578029,-0.28202243790649734,-0.7453065750397865,-0.20042080941012452,1.7490963918150575,0.3347787997720223
0,-0.5524211743618752,0.19845516757703044,-0.4828103566739234,0.42133121437304955,0.15787663520262907,-0.7453065750397865,1.397910920920436,0.4245720874174984,0.31623956356736044
0,-1.0023854770106078,-1.014760773322907,0.9899865212080269,-1.3566747590923152,1.493284535712477,-0.7453065750397865,0.49884932260947434,-1.4543805009643258,0.3930601917487468
0,1.2974320698607618,0.9398649092380756,1.2055177716297756,-1.4486405853060407,0.31498344702731707,-0.7453065750397865,-1.1993781408667674,-1.5147554522487756,-0.3590574425541771
0,-1.4523497796593405,-1.2169634301395695,-1.1353910871175519,1.105965698408563,-0.9261603663877181,-0.7453065750397865,1.0982237214833919,0.8468963735166832,-0.6478717506314015
0,1.8973844733924148,1.8160764221102548,0.7624813124295142,-1.0909957055859962,1.100517506150757,-0.7453065750397865,-1.099482407721086,-1.12278885309726,0.3203593938350632
0,-0.7024092752447672,-0.1385492604507278,0.6008328746132026,-0.5494191734385,1.5561272604423522,-0.7453065750397865,1.1981194546290732,-0.33330876872265636,1.0117805632457129
0,0.7974717335843795,0.7376622524214513,2.2173172527763185,-1.8880328661049528,-0.09349426371687172,-0.7453065750397865,-0.5001080088471117,-1.8992227415309624,-0.7530694855704986
1,1.1474439689778415,0.8050631380269799,-0.18944837693320976,-0.3348322456064731,-0.4705506120961229,0.7444127434486935,-1.099482407721086,-0.47415361776384246,-0.5152558349451795
1,-0.9023934097553371,-0.6777563452951486,-0.7582113988794914,0.7789760940930941,-0.5019719744610606,0.7444127434486935,0.7985365220464615,0.7155733451507069,-0.24711170976280836
0,-1.6023378805422608,-1.4191660869562321,1.0318953754567002,-1.1829615317997222,0.15787663520262907,-0.7453065750397865,1.0982237214833919,-1.144776148788911,-0.3417257428072901
1,-1.4023537460317193,-1.1495625445340025,1.4330229804082883,-1.2238352323391557,-1.0204244534825309,0.7444127434486935,1.0982237214834487,-1.0253879366635743,-1.1043205316703202
